customerid,customername,region,orderid,OrderDate,totalamount
KH00272,Bui Thi Lan,Ha Noi,OD05662,2024-10-01,12
KH00267,Cao Minh Tam,Can Tho,OD02674,2024-06-03,52
KH00677,Vu Minh Quan,Ha Noi,OD04848,2024-03-15,44
KH00940,Ly Thi Kim Chi,Ða Nang,OD02488,2024-07-08,79
KH00956,Bui Thi Lan,Ha Noi,OD01081,2024-08-22,15
KH00634,Le Minh Hoang,Ða Nang,OD07019,2024-10-13,97
KH00500,Cao Minh Tam,Ha Noi,OD04522,2024-02-27,2
KH00456,Ly Thi Kim Chi,Ha Noi,OD01673,2024-03-27,72
KH00762,Ngo Van Long,Ða Nang,OD03782,2024-11-22,86
KH00260,Tran Thi Bich Ngoc,Ho Chi Minh,OD06988,2024-09-14,17
KH00695,Tran Thi Bich Ngoc,Ha Noi,OD06900,2024-06-24,18
KH00635,Ðo Hoang Anh,Ho Chi Minh,OD05367,2024-12-07,33
KH00996,Bui Thi Lan,Hai Phong,OD02889,2024-04-09,34
KH00897,Ðo Hoang Anh,Hai Phong,OD02366,2024-08-01,21
KH00703,Ðang Thi Hanh,Ða Nang,OD00859,2024-04-20,93
KH00879,Vu Minh Quan,Ða Nang,OD07433,2024-10-04,76
KH00528,Huynh Thi Thu Ha,Ha Noi,OD06160,2024-10-31,88
KH00843,Cao Minh Tam,Ha Noi,OD06075,2024-04-09,78
KH00737,Ðang Thi Hanh,Ho Chi Minh,OD04388,2024-09-12,58
KH00195,Ngo Van Long,Can Tho,OD05082,2024-04-27,96
KH00574,Ðang Thi Hanh,Ða Nang,OD06526,2024-12-10,37
KH00754,Ðang Thi Hanh,Can Tho,OD00591,2024-07-29,81
KH00624,Vu Minh Quan,Ða Nang,OD01367,2024-06-09,56
KH00174,Tran Thi Bich Ngoc,Ha Noi,OD07213,2024-12-09,28
KH00307,Cao Minh Tam,Ha Noi,OD04822,2024-07-09,26
KH00071,Cao Minh Tam,Ha Noi,OD03401,2024-03-14,85
KH00839,Huynh Thi Thu Ha,Hai Phong,OD06713,2024-09-14,42
KH00632,Vu Minh Quan,Can Tho,OD01332,2024-11-27,16
KH00937,Tran Thi Bich Ngoc,Ha Noi,OD01783,2024-04-24,78
KH00531,Cao Minh Tam,Can Tho,OD04147,2024-04-29,67
KH00232,Hoang Van Tien,Ho Chi Minh,OD05836,2024-07-15,68
KH00411,Nguyen Van An,Ho Chi Minh,OD01314,2024-04-11,96
KH00368,Huynh Thi Thu Ha,Ha Noi,OD07315,2024-05-17,96
KH00742,Ly Thi Kim Chi,Ða Nang,OD05542,2024-04-18,27
KH00160,Tran Thi Bich Ngoc,Ho Chi Minh,OD06776,2024-07-02,82
KH00651,Nguyen Van An,Ho Chi Minh,OD07785,2024-08-23,82
KH00612,Le Minh Hoang,Ha Noi,OD05791,2024-09-27,11
KH00589,Phan Thi Mai,Hai Phong,OD02268,2024-08-02,59
KH00282,Vu Minh Quan,Ha Noi,OD05383,2024-07-01,77
KH00114,Tran Thi Bich Ngoc,Ho Chi Minh,OD00681,2024-01-21,92
KH00185,Tran Thi Bich Ngoc,Ho Chi Minh,OD06811,2024-05-10,1
KH00597,Phan Thi Mai,Can Tho,OD04627,2024-04-17,49
KH00707,Ngo Van Long,Ha Noi,OD07395,2024-06-10,4
KH00974,Nguyen Van An,Hai Phong,OD05576,2024-10-28,52
KH00269,Hoang Van Tien,Can Tho,OD02906,2024-01-10,84
KH00814,Huynh Thi Thu Ha,Ha Noi,OD07173,2024-06-23,33
KH00633,Pham Thi Thanh Huong,Can Tho,OD05301,2024-10-10,21
KH00706,Nguyen Van An,Hai Phong,OD01435,2024-04-18,18
KH00777,Ly Thi Kim Chi,Hai Phong,OD01142,2024-06-09,21
KH00522,Ngo Van Long,Ho Chi Minh,OD05150,2024-09-19,2
KH00279,Le Minh Hoang,Hai Phong,OD01606,2024-10-23,99
KH00931,Nguyen Van An,Can Tho,OD05512,2024-06-15,7
KH00330,Bui Thi Lan,Ho Chi Minh,OD01486,2024-10-30,58
KH00147,Pham Thi Thanh Huong,Ða Nang,OD02572,2024-01-22,85
KH00309,Phan Thi Mai,Ða Nang,OD03993,2024-01-17,42
KH00739,Bui Thi Lan,Ha Noi,OD04612,2024-11-14,67
KH00149,Ly Thi Kim Chi,Can Tho,OD00897,2024-05-07,97
KH00003,Bui Thi Lan,Hai Phong,OD07866,2024-08-02,41
KH00210,Tran Thi Bich Ngoc,Ða Nang,OD05529,2024-08-26,85
KH00314,Ly Thi Kim Chi,Can Tho,OD04618,2024-07-08,31
KH00038,Ðang Thi Hanh,Hai Phong,OD05479,2024-08-25,67
KH00892,Nguyen Van An,Can Tho,OD05622,2024-07-03,90
KH00736,Ðo Hoang Anh,Hai Phong,OD07707,2024-06-16,62
KH00962,Hoang Van Tien,Can Tho,OD07641,2024-12-08,23
KH00313,Pham Thi Thanh Huong,Ða Nang,OD07494,2024-06-08,15
KH00040,Nguyen Van An,Ða Nang,OD07087,2024-07-25,55
KH00834,Hoang Van Tien,Ða Nang,OD06186,2024-05-06,54
KH00986,Phan Thi Mai,Ho Chi Minh,OD05554,2024-04-26,54
KH00467,Ðang Thi Hanh,Ha Noi,OD01257,2024-07-05,50
KH00878,Vu Minh Quan,Ða Nang,OD06979,2024-11-13,16
KH00546,Ly Thi Kim Chi,Ho Chi Minh,OD00316,2024-08-24,27
KH00157,Vu Minh Quan,Ða Nang,OD01483,2024-04-24,62
KH00423,Ðang Thi Hanh,Ho Chi Minh,OD01617,2024-10-20,8
KH00261,Nguyen Van An,Ho Chi Minh,OD05339,2024-08-22,13
KH00380,Tran Thi Bich Ngoc,Can Tho,OD07070,2024-05-09,23
KH00693,Vu Minh Quan,Ða Nang,OD05026,2024-08-16,72
KH00332,Ngo Van Long,Can Tho,OD05792,2024-02-23,39
KH00186,Cao Minh Tam,Ða Nang,OD06708,2024-04-08,54
KH00340,Vu Minh Quan,Hai Phong,OD03826,2024-10-26,11
KH00977,Nguyen Van An,Ho Chi Minh,OD07034,2024-05-06,20
KH00323,Ngo Van Long,Hai Phong,OD00503,2024-10-31,35
KH00936,Phan Thi Mai,Ða Nang,OD01391,2024-10-24,49
KH00455,Ly Thi Kim Chi,Ha Noi,OD02663,2024-05-21,75
KH00776,Ðo Hoang Anh,Ða Nang,OD00418,2024-11-08,49
KH00891,Le Minh Hoang,Ða Nang,OD07206,2024-04-27,24
KH00718,Pham Thi Thanh Huong,Hai Phong,OD03865,2024-11-20,76
KH00136,Ngo Van Long,Ha Noi,OD06329,2024-01-25,50
KH00415,Vu Minh Quan,Ða Nang,OD07647,2024-05-26,35
KH00549,Ðang Thi Hanh,Ða Nang,OD03025,2024-09-14,53
KH00713,Cao Minh Tam,Ha Noi,OD07864,2024-11-17,15
KH00264,Bui Thi Lan,Can Tho,OD06645,2024-06-16,77
KH00638,Ðo Hoang Anh,Hai Phong,OD00105,2024-05-17,28
KH00305,Ngo Van Long,Hai Phong,OD07867,2024-04-12,74
KH00944,Ðang Thi Hanh,Ða Nang,OD07284,2024-07-26,100
KH00686,Ðang Thi Hanh,Ho Chi Minh,OD01123,2024-07-19,48
KH00435,Bui Thi Lan,Hai Phong,OD03804,2024-01-21,22
KH00221,Phan Thi Mai,Ða Nang,OD07422,2024-06-22,24
KH00316,Nguyen Van An,Ða Nang,OD03294,2024-10-08,62
KH00807,Le Minh Hoang,Ha Noi,OD03769,2024-03-19,91
KH00020,Tran Thi Bich Ngoc,Ða Nang,OD05490,2024-09-09,64
KH00770,Phan Thi Mai,Ða Nang,OD06401,2024-02-13,76
KH00993,Nguyen Van An,Ha Noi,OD01786,2024-07-06,3
KH00794,Ly Thi Kim Chi,Hai Phong,OD01018,2024-02-25,43
KH00511,Ðo Hoang Anh,Can Tho,OD05210,2024-08-20,90
KH00360,Ly Thi Kim Chi,Ða Nang,OD06818,2024-01-20,60
KH00588,Ðo Hoang Anh,Hai Phong,OD04184,2024-12-14,70
KH00209,Phan Thi Mai,Ha Noi,OD01700,2024-11-03,44
KH00301,Le Minh Hoang,Ða Nang,OD02171,2024-04-08,9
KH00600,Le Minh Hoang,Hai Phong,OD04920,2024-05-02,30
KH00234,Huynh Thi Thu Ha,Hai Phong,OD02722,2024-01-12,26
KH00351,Vu Minh Quan,Can Tho,OD01041,2024-07-11,60
KH00669,Ðo Hoang Anh,Can Tho,OD00433,2024-11-01,3
KH00673,Ngo Van Long,Hai Phong,OD00638,2024-09-27,48
KH00960,Ðang Thi Hanh,Hai Phong,OD01988,2024-11-28,12
KH00553,Ly Thi Kim Chi,Ho Chi Minh,OD05671,2024-07-03,93
KH00484,Bui Thi Lan,Can Tho,OD03312,2024-06-11,54
KH00890,Le Minh Hoang,Ha Noi,OD03890,2024-08-25,2
KH00494,Huynh Thi Thu Ha,Ða Nang,OD05447,2024-09-23,22
KH00664,Bui Thi Lan,Ha Noi,OD07577,2024-03-05,84
KH00338,Huynh Thi Thu Ha,Ho Chi Minh,OD04180,2024-05-13,98
KH00431,Nguyen Van An,Hai Phong,OD07217,2024-03-31,32
KH00029,Le Minh Hoang,Can Tho,OD01621,2024-07-29,26
KH00133,Bui Thi Lan,Ha Noi,OD05779,2024-05-23,43
KH00374,Bui Thi Lan,Ha Noi,OD02050,2024-08-03,53
KH00106,Ðang Thi Hanh,Hai Phong,OD03551,2023-12-27,50
KH00469,Ngo Van Long,Can Tho,OD01674,2024-03-25,36
KH00451,Ngo Van Long,Ho Chi Minh,OD05068,2024-03-16,49
KH00113,Ly Thi Kim Chi,Ha Noi,OD01735,2024-07-21,32
KH00361,Ðang Thi Hanh,Can Tho,OD05454,2024-03-30,45
KH00440,Bui Thi Lan,Ho Chi Minh,OD07169,2024-05-21,73
KH00482,Ngo Van Long,Ha Noi,OD01024,2024-10-24,64
KH00694,Ly Thi Kim Chi,Can Tho,OD00457,2024-12-01,60
KH00684,Pham Thi Thanh Huong,Ða Nang,OD07922,2024-09-22,83
KH00786,Cao Minh Tam,Ða Nang,OD06190,2024-09-19,35
KH00153,Pham Thi Thanh Huong,Ha Noi,OD05729,2024-04-13,8
KH00745,Pham Thi Thanh Huong,Can Tho,OD00567,2024-07-08,93
KH00817,Ðo Hoang Anh,Hai Phong,OD01058,2024-03-16,65
KH00969,Bui Thi Lan,Ða Nang,OD00718,2024-09-18,89
KH00680,Ðo Hoang Anh,Ða Nang,OD07291,2024-12-14,65
KH00495,Hoang Van Tien,Hai Phong,OD03904,2024-04-02,65
KH00724,Hoang Van Tien,Ha Noi,OD00428,2024-05-26,44
KH00513,Ðo Hoang Anh,Hai Phong,OD06952,2024-03-10,22
KH00382,Huynh Thi Thu Ha,Ða Nang,OD04798,2024-06-12,48
KH00177,Huynh Thi Thu Ha,Ha Noi,OD04755,2024-07-19,7
KH00346,Bui Thi Lan,Ho Chi Minh,OD03462,2024-11-28,100
KH00806,Ðo Hoang Anh,Ða Nang,OD03790,2024-09-16,36
KH00767,Phan Thi Mai,Ða Nang,OD02749,2024-08-09,51
KH00586,Huynh Thi Thu Ha,Ho Chi Minh,OD07443,2024-04-29,37
KH00093,Ly Thi Kim Chi,Hai Phong,OD01630,2024-11-28,49
KH00792,Cao Minh Tam,Ha Noi,OD06687,2024-04-05,9
KH00760,Phan Thi Mai,Hai Phong,OD04542,2024-01-17,87
KH00649,Huynh Thi Thu Ha,Ho Chi Minh,OD07516,2024-06-11,97
KH00930,Vu Minh Quan,Hai Phong,OD07777,2024-02-02,9
KH00119,Ly Thi Kim Chi,Ha Noi,OD07549,2024-10-07,96
KH00789,Nguyen Van An,Hai Phong,OD03073,2024-07-25,89
KH00674,Ðo Hoang Anh,Can Tho,OD02948,2024-07-19,45
KH00086,Ngo Van Long,Ða Nang,OD06601,2024-08-14,71
KH00096,Ðang Thi Hanh,Ho Chi Minh,OD02927,2024-08-10,65
KH00183,Ðang Thi Hanh,Ha Noi,OD05106,2024-02-10,69
KH00805,Bui Thi Lan,Can Tho,OD01401,2024-11-26,21
KH00623,Ðang Thi Hanh,Ha Noi,OD06269,2024-04-03,57
KH00637,Huynh Thi Thu Ha,Ha Noi,OD07573,2024-08-15,76
KH00437,Ly Thi Kim Chi,Can Tho,OD07672,2024-12-01,3
KH00394,Le Minh Hoang,Ða Nang,OD03141,2024-09-14,2
KH00605,Bui Thi Lan,Can Tho,OD01636,2024-07-15,17
KH00845,Ðo Hoang Anh,Can Tho,OD00571,2024-05-31,7
KH00704,Ly Thi Kim Chi,Ha Noi,OD03300,2024-11-05,12
KH00392,Tran Thi Bich Ngoc,Ha Noi,OD05949,2024-12-12,5
KH00400,Bui Thi Lan,Hai Phong,OD06542,2024-06-17,25
KH00416,Vu Minh Quan,Ha Noi,OD05527,2024-04-10,24
KH00230,Ðo Hoang Anh,Can Tho,OD06550,2024-01-19,55
KH00594,Le Minh Hoang,Hai Phong,OD01765,2024-11-07,42
KH00225,Huynh Thi Thu Ha,Ha Noi,OD04103,2024-02-23,46
KH00909,Nguyen Van An,Ho Chi Minh,OD04945,2024-11-01,2
KH00678,Vu Minh Quan,Ho Chi Minh,OD05915,2024-08-26,88
KH00773,Ðang Thi Hanh,Ho Chi Minh,OD07189,2024-08-21,63
KH00286,Ðang Thi Hanh,Ho Chi Minh,OD01019,2024-01-08,4
KH00421,Phan Thi Mai,Ða Nang,OD04077,2024-04-26,89
KH00256,Huynh Thi Thu Ha,Ho Chi Minh,OD03927,2024-01-03,47
KH00952,Ðo Hoang Anh,Ho Chi Minh,OD06211,2024-10-04,70
KH00752,Ly Thi Kim Chi,Ha Noi,OD07620,2024-10-10,35
KH00011,Nguyen Van An,Ða Nang,OD01085,2024-11-18,28
KH00331,Bui Thi Lan,Hai Phong,OD00740,2024-01-12,52
KH00473,Ly Thi Kim Chi,Ða Nang,OD02077,2024-03-20,64
KH00873,Phan Thi Mai,Hai Phong,OD05275,2024-10-02,77
KH00074,Bui Thi Lan,Ho Chi Minh,OD02014,2024-09-01,51
KH00657,Nguyen Van An,Ha Noi,OD03229,2024-01-18,9
KH00925,Huynh Thi Thu Ha,Ða Nang,OD03019,2024-08-21,71
KH00964,Huynh Thi Thu Ha,Ha Noi,OD05342,2024-10-24,85
KH00223,Pham Thi Thanh Huong,Ha Noi,OD05366,2024-11-23,14
KH00406,Vu Minh Quan,Ða Nang,OD02353,2024-01-15,62
KH00965,Ly Thi Kim Chi,Can Tho,OD02191,2024-03-07,13
KH00922,Huynh Thi Thu Ha,Ho Chi Minh,OD01317,2024-07-25,80
KH00899,Phan Thi Mai,Ha Noi,OD04754,2024-04-24,56
KH00644,Nguyen Van An,Ho Chi Minh,OD03613,2024-06-27,70
KH00492,Phan Thi Mai,Hai Phong,OD01689,2024-09-15,4
KH00387,Ngo Van Long,Ha Noi,OD04837,2024-04-27,43
KH00253,Ðo Hoang Anh,Can Tho,OD02411,2024-12-11,94
KH00690,Hoang Van Tien,Can Tho,OD00038,2024-10-01,52
KH00352,Pham Thi Thanh Huong,Ða Nang,OD00613,2024-04-30,11
KH00757,Ðo Hoang Anh,Ha Noi,OD04135,2024-09-25,92
KH00978,Tran Thi Bich Ngoc,Ho Chi Minh,OD01037,2024-08-13,70
KH00881,Ngo Van Long,Ho Chi Minh,OD03179,2024-03-09,100
KH00474,Vu Minh Quan,Can Tho,OD03159,2024-05-31,78
KH00701,Ðo Hoang Anh,Hai Phong,OD07056,2024-10-07,35
KH00676,Ðang Thi Hanh,Ho Chi Minh,OD07607,2024-01-23,86
KH00178,Ngo Van Long,Ha Noi,OD02686,2024-11-13,86
KH00348,Ly Thi Kim Chi,Ða Nang,OD00497,2024-05-31,65
KH00966,Bui Thi Lan,Ha Noi,OD00024,2024-01-07,77
KH00418,Phan Thi Mai,Hai Phong,OD07960,2024-01-09,81
KH00271,Tran Thi Bich Ngoc,Ha Noi,OD00997,2024-04-26,41
KH00190,Le Minh Hoang,Ho Chi Minh,OD07786,2024-10-27,76
KH00384,Huynh Thi Thu Ha,Hai Phong,OD03342,2023-12-23,15
KH00091,Phan Thi Mai,Hai Phong,OD03101,2024-10-31,73
KH00716,Ly Thi Kim Chi,Hai Phong,OD07536,2024-11-23,24
KH00949,Ngo Van Long,Hai Phong,OD03372,2024-08-11,81
KH00039,Bui Thi Lan,Ða Nang,OD02403,2024-12-03,9
KH00536,Ðang Thi Hanh,Can Tho,OD01503,2024-05-20,41
KH00735,Ly Thi Kim Chi,Ha Noi,OD06087,2024-09-24,89
KH00933,Le Minh Hoang,Ho Chi Minh,OD06262,2024-04-18,88
KH00910,Tran Thi Bich Ngoc,Ha Noi,OD03168,2024-09-26,31
KH00080,Ngo Van Long,Hai Phong,OD06121,2024-12-01,49
KH00357,Pham Thi Thanh Huong,Hai Phong,OD01611,2024-04-26,30
KH00730,Ngo Van Long,Ha Noi,OD01377,2024-11-26,89
KH00087,Vu Minh Quan,Ða Nang,OD00009,2024-10-13,46
KH00861,Huynh Thi Thu Ha,Can Tho,OD03216,2024-09-05,11
KH00247,Ðo Hoang Anh,Ða Nang,OD03389,2024-05-12,40
KH00997,Vu Minh Quan,Hai Phong,OD00866,2024-05-22,30
KH00085,Vu Minh Quan,Ha Noi,OD00513,2024-09-02,50
KH00475,Vu Minh Quan,Hai Phong,OD06631,2024-10-15,5
KH00911,Ngo Van Long,Ha Noi,OD07270,2024-12-17,93
KH00758,Le Minh Hoang,Ho Chi Minh,OD02530,2024-03-31,10
KH00203,Tran Thi Bich Ngoc,Ho Chi Minh,OD02631,2024-06-15,58
KH00046,Cao Minh Tam,Ða Nang,OD04293,2024-07-28,11
KH00950,Ðang Thi Hanh,Ho Chi Minh,OD07984,2024-01-03,95
KH00561,Ðo Hoang Anh,Hai Phong,OD05814,2024-10-28,98
KH00995,Ngo Van Long,Ho Chi Minh,OD02226,2024-01-25,17
KH00287,Le Minh Hoang,Can Tho,OD00086,2024-01-30,30
KH00846,Le Minh Hoang,Can Tho,OD07223,2024-12-20,16
KH00750,Huynh Thi Thu Ha,Ho Chi Minh,OD04936,2024-02-08,88
KH00928,Phan Thi Mai,Ho Chi Minh,OD03956,2024-06-05,37
KH00010,Ðang Thi Hanh,Ða Nang,OD06494,2023-12-24,17
KH00755,Ðo Hoang Anh,Can Tho,OD00764,2024-07-15,21
KH00176,Ðang Thi Hanh,Ða Nang,OD05295,2024-09-06,63
KH00854,Nguyen Van An,Ha Noi,OD06868,2024-01-30,35
KH00552,Cao Minh Tam,Hai Phong,OD01055,2024-06-25,33
KH00551,Pham Thi Thanh Huong,Can Tho,OD03971,2024-09-13,33
KH00187,Le Minh Hoang,Hai Phong,OD03080,2024-01-20,6
KH00971,Tran Thi Bich Ngoc,Ho Chi Minh,OD03583,2024-09-26,5
KH00663,Ngo Van Long,Ho Chi Minh,OD05998,2024-02-19,40
KH00667,Ly Thi Kim Chi,Ha Noi,OD07410,2024-12-17,80
KH00479,Hoang Van Tien,Hai Phong,OD02491,2023-12-24,69
KH00903,Bui Thi Lan,Ho Chi Minh,OD07840,2024-08-13,77
KH00919,Bui Thi Lan,Ða Nang,OD05214,2024-11-26,6
KH00304,Le Minh Hoang,Ha Noi,OD06025,2024-05-28,70
KH00510,Hoang Van Tien,Ho Chi Minh,OD01813,2024-02-25,89
KH00923,Ngo Van Long,Ha Noi,OD00885,2024-06-10,49
KH00712,Huynh Thi Thu Ha,Can Tho,OD06957,2024-09-25,85
KH00166,Tran Thi Bich Ngoc,Ho Chi Minh,OD03619,2024-01-22,82
KH00968,Nguyen Van An,Can Tho,OD04260,2024-08-31,14
KH00523,Tran Thi Bich Ngoc,Ha Noi,OD00922,2024-09-26,11
KH00294,Le Minh Hoang,Can Tho,OD01010,2024-09-01,62
KH00932,Phan Thi Mai,Ho Chi Minh,OD04034,2024-02-21,20
KH00292,Huynh Thi Thu Ha,Can Tho,OD06965,2024-05-18,95
KH00989,Nguyen Van An,Ha Noi,OD04049,2024-12-17,87
KH00556,Phan Thi Mai,Ha Noi,OD04313,2024-01-29,43
KH00979,Ðang Thi Hanh,Ha Noi,OD06622,2024-10-29,24
KH00699,Vu Minh Quan,Can Tho,OD03273,2024-12-16,89
KH00955,Phan Thi Mai,Hai Phong,OD05226,2024-02-08,43
KH00841,Bui Thi Lan,Hai Phong,OD05385,2024-04-01,45
KH00625,Tran Thi Bich Ngoc,Hai Phong,OD00437,2024-06-06,56
KH00319,Ðang Thi Hanh,Ho Chi Minh,OD04941,2024-02-04,51
KH00464,Pham Thi Thanh Huong,Ða Nang,OD07586,2024-05-21,54
KH00591,Ly Thi Kim Chi,Hai Phong,OD00981,2024-08-13,37
KH00775,Pham Thi Thanh Huong,Ða Nang,OD06954,2024-01-15,45
KH00432,Pham Thi Thanh Huong,Ho Chi Minh,OD04187,2024-04-10,99
KH00082,Phan Thi Mai,Ða Nang,OD03535,2024-09-11,13
KH00654,Tran Thi Bich Ngoc,Can Tho,OD06746,2024-08-01,89
KH00627,Ly Thi Kim Chi,Ho Chi Minh,OD02404,2024-08-23,94
KH00299,Ngo Van Long,Hai Phong,OD02344,2024-07-18,39
KH00355,Ngo Van Long,Ða Nang,OD07890,2024-02-10,18
KH00041,Bui Thi Lan,Ða Nang,OD01410,2024-02-22,74
KH00567,Nguyen Van An,Ða Nang,OD06876,2024-03-10,82
KH00008,Huynh Thi Thu Ha,Can Tho,OD06650,2024-01-16,54
KH00866,Nguyen Van An,Hai Phong,OD07379,2024-02-15,95
KH00915,Ngo Van Long,Ho Chi Minh,OD05438,2024-07-27,26
KH00336,Huynh Thi Thu Ha,Hai Phong,OD05526,2024-04-21,7
KH00401,Tran Thi Bich Ngoc,Hai Phong,OD01609,2024-02-27,60
KH00220,Ðang Thi Hanh,Ho Chi Minh,OD01773,2023-12-26,44
KH00698,Ðo Hoang Anh,Ha Noi,OD01903,2024-10-20,46
KH00477,Ðang Thi Hanh,Ho Chi Minh,OD01447,2024-08-15,88
KH00708,Hoang Van Tien,Ða Nang,OD03149,2024-05-12,100
KH00884,Tran Thi Bich Ngoc,Ha Noi,OD06748,2024-02-02,91
KH00945,Nguyen Van An,Can Tho,OD03816,2024-09-02,84
KH00529,Huynh Thi Thu Ha,Ha Noi,OD04036,2024-07-10,61
KH00908,Nguyen Van An,Hai Phong,OD04682,2024-08-22,75
KH00295,Vu Minh Quan,Ða Nang,OD04285,2024-03-04,71
KH00036,Cao Minh Tam,Can Tho,OD07110,2024-08-25,54
KH00675,Pham Thi Thanh Huong,Can Tho,OD02897,2024-05-04,72
KH00280,Huynh Thi Thu Ha,Can Tho,OD00472,2023-12-26,22
KH00747,Tran Thi Bich Ngoc,Hai Phong,OD07414,2024-04-23,57
KH00569,Nguyen Van An,Ho Chi Minh,OD07942,2024-05-05,32
KH00242,Hoang Van Tien,Ha Noi,OD06706,2024-02-05,22
KH00858,Ðang Thi Hanh,Ha Noi,OD05503,2024-06-17,87
KH00918,Hoang Van Tien,Can Tho,OD01339,2024-12-10,55
KH00152,Le Minh Hoang,Ho Chi Minh,OD05545,2024-03-02,49
KH00098,Cao Minh Tam,Can Tho,OD02959,2024-09-18,58
KH00345,Tran Thi Bich Ngoc,Can Tho,OD00908,2024-08-07,19
KH00825,Hoang Van Tien,Can Tho,OD02559,2024-09-25,13
KH00717,Pham Thi Thanh Huong,Ho Chi Minh,OD01404,2024-12-10,73
KH00514,Ðang Thi Hanh,Ho Chi Minh,OD03407,2024-07-14,51
KH00579,Cao Minh Tam,Ho Chi Minh,OD00857,2024-06-10,19
KH00822,Le Minh Hoang,Hai Phong,OD03474,2024-04-24,19
KH00761,Ngo Van Long,Ða Nang,OD04338,2024-10-17,78
KH00315,Huynh Thi Thu Ha,Can Tho,OD00347,2024-06-29,79
KH00196,Bui Thi Lan,Ða Nang,OD02648,2024-11-15,50
KH00859,Le Minh Hoang,Hai Phong,OD04278,2024-04-30,8
KH00830,Ly Thi Kim Chi,Ða Nang,OD04117,2024-07-27,3
KH00801,Ðang Thi Hanh,Ha Noi,OD03510,2024-07-09,32
KH00882,Bui Thi Lan,Ha Noi,OD00435,2024-03-30,3
KH00055,Vu Minh Quan,Hai Phong,OD04774,2024-08-05,81
KH00554,Le Minh Hoang,Can Tho,OD00786,2024-06-22,43
KH00992,Ðang Thi Hanh,Ho Chi Minh,OD02736,2023-12-24,66
KH00485,Hoang Van Tien,Ha Noi,OD06857,2024-09-05,73
KH00293,Cao Minh Tam,Ha Noi,OD05768,2024-03-28,80
KH00019,Bui Thi Lan,Ho Chi Minh,OD04854,2024-05-04,41
KH00797,Hoang Van Tien,Ha Noi,OD04856,2024-01-02,52
KH00217,Ngo Van Long,Ho Chi Minh,OD04216,2024-06-07,77
KH00165,Tran Thi Bich Ngoc,Ða Nang,OD02830,2024-07-22,42
KH00051,Bui Thi Lan,Ha Noi,OD07600,2024-09-21,5
KH00926,Phan Thi Mai,Ða Nang,OD00293,2024-03-10,6
KH00391,Ngo Van Long,Ða Nang,OD03156,2024-05-15,61
KH00545,Bui Thi Lan,Ha Noi,OD05911,2024-05-09,76
KH00426,Pham Thi Thanh Huong,Ða Nang,OD06797,2024-04-28,79
KH00808,Le Minh Hoang,Hai Phong,OD03712,2024-05-07,16
KH00121,Bui Thi Lan,Ða Nang,OD05072,2023-12-29,25
KH00017,Le Minh Hoang,Ha Noi,OD00575,2023-12-29,97
KH00700,Ðo Hoang Anh,Hai Phong,OD07838,2024-03-03,64
KH00329,Ðo Hoang Anh,Ða Nang,OD07327,2024-03-29,36
KH00398,Ðo Hoang Anh,Ho Chi Minh,OD00732,2024-08-22,67
KH00705,Nguyen Van An,Ho Chi Minh,OD00146,2024-02-18,86
KH00064,Bui Thi Lan,Ha Noi,OD04768,2024-02-29,94
KH00417,Ðang Thi Hanh,Hai Phong,OD05845,2024-04-05,70
KH00385,Ðang Thi Hanh,Can Tho,OD03766,2024-12-13,4
KH00800,Nguyen Van An,Ha Noi,OD07256,2024-07-05,23
KH00746,Le Minh Hoang,Can Tho,OD07061,2024-04-27,43
KH00272,Bui Thi Lan,Ha Noi,OD00210,2024-08-05,15
KH00267,Cao Minh Tam,Can Tho,OD04742,2024-08-20,91
KH00677,Vu Minh Quan,Ha Noi,OD04437,2024-05-01,89
KH00940,Ly Thi Kim Chi,Ða Nang,OD05360,2024-09-24,44
KH00956,Bui Thi Lan,Ha Noi,OD04691,2024-06-16,97
KH00634,Le Minh Hoang,Ða Nang,OD04661,2024-03-14,72
KH00500,Cao Minh Tam,Ha Noi,OD03100,2024-07-24,19
KH00456,Ly Thi Kim Chi,Ha Noi,OD01973,2024-03-01,35
KH00762,Ngo Van Long,Ða Nang,OD06146,2024-11-11,52
KH00695,Tran Thi Bich Ngoc,Ha Noi,OD00717,2024-09-13,79
KH00635,Ðo Hoang Anh,Ho Chi Minh,OD07048,2024-03-11,97
KH00996,Bui Thi Lan,Hai Phong,OD05907,2024-09-14,44
KH00897,Ðo Hoang Anh,Hai Phong,OD06216,2024-10-21,98
KH00703,Ðang Thi Hanh,Ða Nang,OD01472,2024-12-21,44
KH00879,Vu Minh Quan,Ða Nang,OD05315,2024-08-27,5
KH00528,Huynh Thi Thu Ha,Ha Noi,OD01651,2024-03-10,39
KH00843,Cao Minh Tam,Ha Noi,OD04257,2024-08-11,80
KH00737,Ðang Thi Hanh,Ho Chi Minh,OD07905,2024-12-06,100
KH00195,Ngo Van Long,Can Tho,OD01605,2024-05-02,67
KH00574,Ðang Thi Hanh,Ða Nang,OD02994,2023-12-30,75
KH00624,Vu Minh Quan,Ða Nang,OD00668,2024-08-20,45
KH00307,Cao Minh Tam,Ha Noi,OD07598,2024-02-23,90
KH00071,Cao Minh Tam,Ha Noi,OD01641,2024-05-21,4
KH00839,Huynh Thi Thu Ha,Hai Phong,OD05866,2024-06-30,31
KH00632,Vu Minh Quan,Can Tho,OD07579,2024-03-11,72
